"Eliseu Martins","Eliseu Martins"
"Flores do Piauí","Flores do Piauí"
"Francisco Macedo","Francisco Macedo"
"Francisco Ayres","Francisco Ayres"
"Francisco Santos","Francisco Santos"
"Francinópolis","Francinópolis"
"Fronteiras","Fronteiras"
"Gilbués","Gilbués"
"Guadalupe","Guadalupe"
"Hugo Napoleão","Hugo Napoleão"
"Geminiano","Geminiano"
"Guaribas","Guaribas"
"Ipiranga do Piauí","Ipiranga do Piauí"
"Isaías Coelho","Isaías Coelho"
"Ilha Grande","Ilha Grande"
"Inhuma","Inhuma"
"Itainópolis","Itainópolis"
"Jacobina do Piauí","Jacobina do Piauí"
"Jardim do Mulato","Jardim do Mulato"
"Jatobá do Piauí","Jatobá do Piauí"
"Jaicós","Jaicós"
"Itaueira","Itaueira"
"Joaquim Pires","Joaquim Pires"
"Jerumenha","Jerumenha"
"João Costa","João Costa"
"José de Freitas","José de Freitas"
"Joca Marques","Joca Marques"
"Juazeiro do Piauí","Juazeiro do Piauí"
"Lagoa Alegre","Lagoa Alegre"
"Júlio Borges","Júlio Borges"
"Lagoa do Barro do Piauí","Lagoa do Barro do Piauí"
"Lagoa do Piauí","Lagoa do Piauí"
"Lagoa do Sítio","Lagoa do Sítio"
"Lagoa de São Francisco","Lagoa de São Francisco"
"Jurema","Jurema"
"Lagoinha do Piauí","Lagoinha do Piauí"
"Luzilândia","Luzilândia"
"Landri Sales","Landri Sales"
"Luís Correia","Luís Correia"
"Manoel Emídio","Manoel Emídio"
"Madeiro","Madeiro"
"Marcolândia","Marcolândia"
"Marcos Parente","Marcos Parente"
"Matias Olímpio","Matias Olímpio"
"Massapê do Piauí","Massapê do Piauí"
"Monsenhor Hipólito","Monsenhor Hipólito"
"Milton Brandão","Milton Brandão"
"Monsenhor Gil","Monsenhor Gil"
"Monte Alegre do Piauí","Monte Alegre do Piauí"
"Miguel Alves","Miguel Alves"
"Morro Cabeça no Tempo","Morro Cabeça no Tempo"
"Morro do Chapéu do Piauí","Morro do Chapéu do Piauí"
"Miguel Leão","Miguel Leão"
"Nazaré do Piauí","Nazaré do Piauí"
"Nossa Senhora de Nazaré","Nossa Senhora de Nazaré"
"Nazária","Nazária"
"Murici dos Portelas","Murici dos Portelas"
"Nossa Senhora dos Remédios","Nossa Senhora dos Remédios"
"Novo Oriente do Piauí","Novo Oriente do Piauí"
"Novo Santo Antônio","Novo Santo Antônio"
"Oeiras","Oeiras"
"Nova Santa Rita","Nova Santa Rita"
"Olho D'Água do Piauí","Olho D'Água do Piauí"
"Palmeira do Piauí","Palmeira do Piauí"
"Paes Landim","Paes Landim"
"Pajeú do Piauí","Pajeú do Piauí"
"Palmeirais","Palmeirais"
"Padre Marcos","Padre Marcos"
"Parnaíba","Parnaíba"
"Parnaguá","Parnaguá"
"Passagem Franca do Piauí","Passagem Franca do Piauí"
"Paquetá","Paquetá"
"Patos do Piauí","Patos do Piauí"
"Pavussu","Pavussu"
"Paulistana","Paulistana"
"Pau D'Arco do Piauí","Pau D'Arco do Piauí"
"Picos","Picos"
"Pedro II","Pedro II"
"Pimenteiras","Pimenteiras"
"Piripiri","Piripiri"
"Piracuruca","Piracuruca"
"Pedro Laurentino","Pedro Laurentino"
"Porto Alegre do Piauí","Porto Alegre do Piauí"
"Porto","Porto"
"Prata do Piauí","Prata do Piauí"
"Redenção do Gurguéia","Redenção do Gurguéia"
"Regeneração","Regeneração"
"Riacho Frio","Riacho Frio"
"Queimada Nova","Queimada Nova"
"Ribeira do Piauí","Ribeira do Piauí"
"Ribeiro Gonçalves","Ribeiro Gonçalves"
"Rio Grande do Piauí","Rio Grande do Piauí"
"Santa Cruz dos Milagres","Santa Cruz dos Milagres"
"Santa Filomena","Santa Filomena"
"Santa Cruz do Piauí","Santa Cruz do Piauí"
"Santa Rosa do Piauí","Santa Rosa do Piauí"
"Santa Luz","Santa Luz"
"Pio IX","Pio IX"
"Santo Antônio de Lisboa","Santo Antônio de Lisboa"
"Santo Antônio dos Milagres","Santo Antônio dos Milagres"
"São Braz do Piauí","São Braz do Piauí"
"Santana do Piauí","Santana do Piauí"
"São Félix do Piauí","São Félix do Piauí"
"São Francisco de Assis do Piauí","São Francisco de Assis do Piauí"
"São Gonçalo do Gurguéia","São Gonçalo do Gurguéia"
"São Francisco do Piauí","São Francisco do Piauí"
"São Gonçalo do Piauí","São Gonçalo do Piauí"
"Santo Inácio do Piauí","Santo Inácio do Piauí"
"São João da Fronteira","São João da Fronteira"
"São João da Serra","São João da Serra"
"São João da Varjota","São João da Varjota"
"São João da Canabrava","São João da Canabrava"
"São José do Divino","São José do Divino"
"São João do Arraial","São João do Arraial"
"São José do Piauí","São José do Piauí"
"São José do Peixe","São José do Peixe"
"São João do Piauí","São João do Piauí"
"São Lourenço do Piauí","São Lourenço do Piauí"
"São Miguel da Baixa Grande","São Miguel da Baixa Grande"
"São Luis do Piauí","São Luis do Piauí"
"São Miguel do Fidalgo","São Miguel do Fidalgo"
"São Pedro do Piauí","São Pedro do Piauí"
"São Miguel do Tapuio","São Miguel do Tapuio"
"São Raimundo Nonato","São Raimundo Nonato"
"São Julião","São Julião"
"Sebastião Leal","Sebastião Leal"
"Sebastião Barros","Sebastião Barros"
"Simplício Mendes","Simplício Mendes"
"Socorro do Piauí","Socorro do Piauí"
"Sigefredo Pacheco","Sigefredo Pacheco"
"Tanque do Piauí","Tanque do Piauí"
"Sussuapara","Sussuapara"
"Tamboril do Piauí","Tamboril do Piauí"
"União","União"
"Teresina","Teresina"
"Uruçuí","Uruçuí"
"Valença do Piauí","Valença do Piauí"
"Várzea Grande","Várzea Grande"
"Várzea Branca","Várzea Branca"
"Vera Mendes","Vera Mendes"
"Vila Nova do Piauí","Vila Nova do Piauí"
"Simões","Simões"
"Wall Ferraz","Wall Ferraz"
"Abaiara","Abaiara"
"Acaraú","Acaraú"
"Acarape","Acarape"
"Aiuaba","Aiuaba"
"Acopiara","Acopiara"
"Alcântaras","Alcântaras"
"Amontada","Amontada"
"Altaneira","Altaneira"
"Antonina do Norte","Antonina do Norte"
"Apuiarés","Apuiarés"
"Alto Santo","Alto Santo"
"Aracoiaba","Aracoiaba"
"Aquiraz","Aquiraz"
"Ararendá","Ararendá"
"Aratuba","Aratuba"
"Arneiroz","Arneiroz"
"Araripe","Araripe"
"Aurora","Aurora"
"Assaré","Assaré"
"Aracati","Aracati"
"Banabuiú","Banabuiú"
"Barreira","Barreira"
"Barro","Barro"
"Barbalha","Barbalha"
"Barroquinha","Barroquinha"
"Baixio","Baixio"
"Baturité","Baturité"
"Beberibe","Beberibe"
"Bela Cruz","Bela Cruz"
"Brejo Santo","Brejo Santo"
"Campos Sales","Campos Sales"
"Camocim","Camocim"
"Boa Viagem","Boa Viagem"
"Caridade","Caridade"
"Capistrano","Capistrano"
"Caririaçu","Caririaçu"
"Cariús","Cariús"
"Carnaubal","Carnaubal"
"Catarina","Catarina"
"Cariré","Cariré"
"Canindé","Canindé"
"Cascavel","Cascavel"
"Catunda","Catunda"
"Caucaia","Caucaia"
"Choró","Choró"
"Chaval","Chaval"
"Coreaú","Coreaú"
"Chorozinho","Chorozinho"
"Crateús","Crateús"
"Croatá","Croatá"
"Crato","Crato"
"Deputado Irapuan Pinheiro","Deputado Irapuan Pinheiro"
"Cedro","Cedro"
"Cruz","Cruz"
"Eusébio","Eusébio"
"Farias Brito","Farias Brito"
"Fortaleza","Fortaleza"
"Forquilha","Forquilha"
"Frecheirinha","Frecheirinha"
"Ererê","Ererê"
"General Sampaio","General Sampaio"
"Graça","Graça"
"Granjeiro","Granjeiro"
"Groaíras","Groaíras"
"Fortim","Fortim"
"Guaiúba","Guaiúba"
"Granja","Granja"
"Guaraciaba do Norte","Guaraciaba do Norte"
"Guaramiranga","Guaramiranga"
"Horizonte","Horizonte"
"Hidrolândia","Hidrolândia"
"Ibicuitinga","Ibicuitinga"
"Ibaretama","Ibaretama"
"Icapuí","Icapuí"
"Iguatu","Iguatu"
"Ibiapina","Ibiapina"
"Independência","Independência"
"Ipaumirim","Ipaumirim"
"Ipaporanga","Ipaporanga"
"Icó","Icó"
"Iracema","Iracema"
"Ipueiras","Ipueiras"
"Itaiçaba","Itaiçaba"
"Itapajé","Itapajé"
"Irauçuba","Irauçuba"
"Ipu","Ipu"
"Itaitinga","Itaitinga"
"Itapiúna","Itapiúna"
"Itapipoca","Itapipoca"
"Itatira","Itatira"
"Itarema","Itarema"
"Jaguaribara","Jaguaribara"
"Jaguaruana","Jaguaruana"
"Jaguaretama","Jaguaretama"
"Jardim","Jardim"
"Jaguaribe","Jaguaribe"
"Jijoca de Jericoacoara","Jijoca de Jericoacoara"
"Juazeiro do Norte","Juazeiro do Norte"
"Jati","Jati"
"Jucás","Jucás"
"Lavras da Mangabeira","Lavras da Mangabeira"
"Marco","Marco"
"Madalena","Madalena"
"Limoeiro do Norte","Limoeiro do Norte"
"Maracanaú","Maracanaú"
"Martinópole","Martinópole"
"Meruoca","Meruoca"
"Maranguape","Maranguape"
"Mauriti","Mauriti"
"Milagres","Milagres"
"Mombaça","Mombaça"
"Monsenhor Tabosa","Monsenhor Tabosa"
"Miraíma","Miraíma"
"Morada Nova","Morada Nova"
"Missão Velha","Missão Velha"
"Milhã","Milhã"
"Massapê","Massapê"
"Mucambo","Mucambo"
"Moraújo","Moraújo"
"Nova Olinda","Nova Olinda"
"Nova Russas","Nova Russas"
"Mulungu","Mulungu"
"Morrinhos","Morrinhos"
"Novo Oriente","Novo Oriente"
"Ocara","Ocara"
"Pacajus","Pacajus"
"Pacatuba","Pacatuba"
"Pacoti","Pacoti"
"Palhano","Palhano"
"Palmácia","Palmácia"
"Paracuru","Paracuru"
"Paraipaba","Paraipaba"
"Parambu","Parambu"
"Pacujá","Pacujá"
"Pedra Branca","Pedra Branca"
"Orós","Orós"
"Penaforte","Penaforte"
"Pereiro","Pereiro"
"Paramoti","Paramoti"
"Pentecoste","Pentecoste"
"Pires Ferreira","Pires Ferreira"
"Piquet Carneiro","Piquet Carneiro"
"Pindoretama","Pindoretama"
"Poranga","Poranga"
"Porteiras","Porteiras"
"Potiretama","Potiretama"
"Potengi","Potengi"
"Quiterianópolis","Quiterianópolis"
"Quixeramobim","Quixeramobim"
"Quixadá","Quixadá"
"Quixeré","Quixeré"
"Quixelô","Quixelô"
"Reriutaba","Reriutaba"
"Salitre","Salitre"
"Russas","Russas"
"Redenção","Redenção"
"Santa Quitéria","Santa Quitéria"
"Santana do Acaraú","Santana do Acaraú"
"Santana do Cariri","Santana do Cariri"
"São Gonçalo do Amarante","São Gonçalo do Amarante"
"São Benedito","São Benedito"
"São João do Jaguaribe","São João do Jaguaribe"
"São Luís do Curu","São Luís do Curu"
"Senador Pompeu","Senador Pompeu"
"Saboeiro","Saboeiro"
"Senador Sá","Senador Sá"
"Sobral","Sobral"
"Solonópole","Solonópole"
"Tabuleiro do Norte","Tabuleiro do Norte"
"Tamboril","Tamboril"
"Tejuçuoca","Tejuçuoca"
"Tauá","Tauá"
"Tarrafas","Tarrafas"
"Tururu","Tururu"
"Tianguá","Tianguá"
"Umirim","Umirim"
"Ubajara","Ubajara"
"Umari","Umari"
"Trairi","Trairi"
"Varjota","Varjota"
"Uruburetama","Uruburetama"
"Várzea Alegre","Várzea Alegre"
"Viçosa do Ceará","Viçosa do Ceará"
"Açu","Açu"
"Acari","Acari"
"Água Nova","Água Nova"
"Afonso Bezerra","Afonso Bezerra"
"Alexandria","Alexandria"
"Uruoca","Uruoca"
"Almino Afonso","Almino Afonso"
"Alto do Rodrigues","Alto do Rodrigues"
"Apodi","Apodi"
"Angicos","Angicos"
"Antônio Martins","Antônio Martins"
"Baía Formosa","Baía Formosa"
"Arês","Arês"
"Areia Branca","Areia Branca"
"Augusto Severo","Augusto Severo"
"Baraúna","Baraúna"
"Bento Fernandes","Bento Fernandes"
"Barcelona","Barcelona"
"Bodó","Bodó"
"Brejinho","Brejinho"
"Bom Jesus","Bom Jesus"
"Caiçara do Norte","Caiçara do Norte"
"Campo Redondo","Campo Redondo"
"Caicó","Caicó"
"Caiçara do Rio do Vento","Caiçara do Rio do Vento"
"Caraúbas","Caraúbas"
"Carnaúba dos Dantas","Carnaúba dos Dantas"
"Ceará-Mirim","Ceará-Mirim"
"Cerro Corá","Cerro Corá"
"Canguaretama","Canguaretama"
"Carnaubais","Carnaubais"
"Coronel Ezequiel","Coronel Ezequiel"
"Currais Novos","Currais Novos"
"Coronel João Pessoa","Coronel João Pessoa"
"Cruzeta","Cruzeta"
"Doutor Severiano","Doutor Severiano"
"Espírito Santo","Espírito Santo"
"Equador","Equador"
"Extremoz","Extremoz"
"Felipe Guerra","Felipe Guerra"
"Fernando Pedroza","Fernando Pedroza"
"Encanto","Encanto"
"Florânia","Florânia"
"Frutuoso Gomes","Frutuoso Gomes"
"Francisco Dantas","Francisco Dantas"
"Governador Dix-Sept Rosado","Governador Dix-Sept Rosado"
"Galinhos","Galinhos"
"Goianinha","Goianinha"
"Guamaré","Guamaré"
"Ipanguaçu","Ipanguaçu"
"Ielmo Marinho","Ielmo Marinho"
"Ipueira","Ipueira"
"Grossos","Grossos"
"Itaú","Itaú"
"Itajá","Itajá"
"Jaçanã","Jaçanã"
"Jandaíra","Jandaíra"
"Januário Cicco","Januário Cicco"
"Janduís","Janduís"
"Jardim de Piranhas","Jardim de Piranhas"
"Jardim de Angicos","Jardim de Angicos"
"Japi","Japi"
"João Câmara","João Câmara"
"José da Penha","José da Penha"
"Jardim do Seridó","Jardim do Seridó"
"João Dias","João Dias"
"Lagoa de Pedras","Lagoa de Pedras"
"Jundiá","Jundiá"
"Jucurutu","Jucurutu"
"Lagoa d'Anta","Lagoa d'Anta"
"Lagoa de Velhos","Lagoa de Velhos"
"Lagoa Salgada","Lagoa Salgada"
"Lajes Pintadas","Lajes Pintadas"
"Lagoa Nova","Lagoa Nova"
"Lajes","Lajes"
"Luís Gomes","Luís Gomes"
"Lucrécia","Lucrécia"
"Major Sales","Major Sales"
"Marcelino Vieira","Marcelino Vieira"
"Macaíba","Macaíba"
"Maxaranguape","Maxaranguape"
"Messias Targino","Messias Targino"
"Macau","Macau"
"Martins","Martins"
"Montanhas","Montanhas"
"Monte das Gameleiras","Monte das Gameleiras"
"Natal","Natal"
"Mossoró","Mossoró"
"Monte Alegre","Monte Alegre"
"Olho d'Água do Borges","Olho d'Água do Borges"
"Nova Cruz","Nova Cruz"
"Nísia Floresta","Nísia Floresta"
"Paraú","Paraú"
"Paraná","Paraná"
"Ouro Branco","Ouro Branco"
"Parazinho","Parazinho"
"Passa e Fica","Passa e Fica"
"Passagem","Passagem"
"Parnamirim","Parnamirim"
"Parelhas","Parelhas"
"Pau dos Ferros","Pau dos Ferros"
"Pedra Preta","Pedra Preta"
"Pedra Grande","Pedra Grande"
"Patu","Patu"
"Pedro Avelino","Pedro Avelino"
"Poço Branco","Poço Branco"
"Pedro Velho","Pedro Velho"
"Porto do Mangue","Porto do Mangue"
"Portalegre","Portalegre"
"Pendências","Pendências"
"Rafael Fernandes","Rafael Fernandes"
"Pilões","Pilões"
"Rafael Godeiro","Rafael Godeiro"
"Pureza","Pureza"
"Riacho de Santana","Riacho de Santana"
"Riachuelo","Riachuelo"
"Riacho da Cruz","Riacho da Cruz"
"Rodolfo Fernandes","Rodolfo Fernandes"
"Rio do Fogo","Rio do Fogo"
"Santa Maria","Santa Maria"
"Santana do Matos","Santana do Matos"
"Ruy Barbosa","Ruy Barbosa"
"Santa Cruz","Santa Cruz"
"Santo Antônio","Santo Antônio"
"São Bento do Norte","São Bento do Norte"
"São Bento do Trairí","São Bento do Trairí"
"São Francisco do Oeste","São Francisco do Oeste"
"São Gonçalo do Amarante","São Gonçalo do Amarante"
"Santana do Seridó","Santana do Seridó"
"São João do Sabugi","São João do Sabugi"
"São José do Campestre","São José do Campestre"
"São Fernando","São Fernando"
"São José do Seridó","São José do Seridó"
"São Miguel","São Miguel"
"São José de Mipibu","São José de Mipibu"
"São Paulo do Potengi","São Paulo do Potengi"
"São Pedro","São Pedro"
"São Rafael","São Rafael"
"São Miguel do Gostoso","São Miguel do Gostoso"
"São Vicente","São Vicente"
"Senador Elói de Souza","Senador Elói de Souza"
"Serra Caiada","Serra Caiada"
"São Tomé","São Tomé"
"Senador Georgino Avelino","Senador Georgino Avelino"
"Serra do Mel","Serra do Mel"
"Serra Negra do Norte","Serra Negra do Norte"
"Serrinha","Serrinha"
"Serrinha dos Pintos","Serrinha dos Pintos"
"Serra de São Bento","Serra de São Bento"
"Sítio Novo","Sítio Novo"
"Severiano Melo","Severiano Melo"
"Taboleiro Grande","Taboleiro Grande"
"Tenente Ananias","Tenente Ananias"
"Tangará","Tangará"
"Taipu","Taipu"
"Tibau do Sul","Tibau do Sul"
"Tenente Laurentino Cruz","Tenente Laurentino Cruz"
"Touros","Touros"
"Timbaúba dos Batistas","Timbaúba dos Batistas"
"Umarizal","Umarizal"
"Tibau","Tibau"
"Upanema","Upanema"
"Triunfo Potiguar","Triunfo Potiguar"
"Venha-Ver","Venha-Ver"
"Várzea","Várzea"
"Vera Cruz","Vera Cruz"
"Vila Flor","Vila Flor"
"Água Branca","Água Branca"
"Viçosa","Viçosa"
"Aguiar","Aguiar"
"Alagoa Nova","Alagoa Nova"
"Alagoa Grande","Alagoa Grande"
"Alcantil","Alcantil"
"Alagoinha","Alagoinha"
"Algodão de Jandaíra","Algodão de Jandaíra"
"Aparecida","Aparecida"
"Alhandra","Alhandra"
"Amparo","Amparo"
"Araçagi","Araçagi"
"Arara","Arara"
"Areia de Baraúnas","Areia de Baraúnas"
"Areia","Areia"
"Areial","Areial"
"Araruna","Araruna"
"Baía da Traição","Baía da Traição"
"Bananeiras","Bananeiras"
"Aroeiras","Aroeiras"
"Assunção","Assunção"
"Barra de Santa Rosa","Barra de Santa Rosa"
"Barra de São Miguel","Barra de São Miguel"
"Barra de Santana","Barra de Santana"
"Baraúna","Baraúna"
"Bayeux","Bayeux"
"Belém do Brejo do Cruz","Belém do Brejo do Cruz"
"Boa Ventura","Boa Ventura"
"Bernardino Batista","Bernardino Batista"
"Bom Jesus","Bom Jesus"
"Belém","Belém"
"Boa Vista","Boa Vista"
"Bonito de Santa Fé","Bonito de Santa Fé"
"Brejo do Cruz","Brejo do Cruz"
"Bom Sucesso","Bom Sucesso"
"Brejo dos Santos","Brejo dos Santos"
"Caaporã","Caaporã"
"Borborema","Borborema"
"Cabaceiras","Cabaceiras"
"Cachoeira dos Índios","Cachoeira dos Índios"
"Cabedelo","Cabedelo"
"Boqueirão","Boqueirão"
"Cacimba de Areia","Cacimba de Areia"
"Cacimba de Dentro","Cacimba de Dentro"
"Cacimbas","Cacimbas"
"Cajazeiras","Cajazeiras"
"Cajazeirinhas","Cajazeirinhas"
"Caldas Brandão","Caldas Brandão"
"Campina Grande","Campina Grande"
"Camalaú","Camalaú"
"Caraúbas","Caraúbas"
"Caiçara","Caiçara"
"Carrapateira","Carrapateira"
"Casserengue","Casserengue"
"Catingueira","Catingueira"
"Catolé do Rocha","Catolé do Rocha"
"Capim","Capim"
"Caturité","Caturité"
"Conceição","Conceição"
"Condado","Condado"
"Congo","Congo"
"Coremas","Coremas"
"Coxixola","Coxixola"
"Cruz do Espírito Santo","Cruz do Espírito Santo"
"Cubati","Cubati"
"Cuité","Cuité"
"Cuité de Mamanguape","Cuité de Mamanguape"
"Cuitegi","Cuitegi"
"Curral de Cima","Curral de Cima"
"Conde","Conde"
"Curral Velho","Curral Velho"
"Diamante","Diamante"
"Desterro","Desterro"
"Dona Inês","Dona Inês"
"Emas","Emas"
"Duas Estradas","Duas Estradas"
"Frei Martinho","Frei Martinho"
"Esperança","Esperança"
"Guarabira","Guarabira"
"Gado Bravo","Gado Bravo"
"Gurinhém","Gurinhém"
"Damião","Damião"
"Fagundes","Fagundes"
"Igaracy","Igaracy"
"Ibiara","Ibiara"
"Gurjão","Gurjão"
"Imaculada","Imaculada"
"Ingá","Ingá"
"Itabaiana","Itabaiana"
"Itaporanga","Itaporanga"
"Jacaraú","Jacaraú"
"Itatuba","Itatuba"
"Itapororoca","Itapororoca"
"Joca Claudino","Joca Claudino"
"Juarez Távora","Juarez Távora"
"João Pessoa","João Pessoa"
"Juazeirinho","Juazeirinho"
"Junco do Seridó","Junco do Seridó"
"Juripiranga","Juripiranga"
"Jericó","Jericó"
"Lagoa de Dentro","Lagoa de Dentro"
"Juru","Juru"
"Lagoa Seca","Lagoa Seca"
"Livramento","Livramento"
"Lastro","Lastro"
"Logradouro","Logradouro"
"Lagoa","Lagoa"
"Lucena","Lucena"
"Mãe d'Água","Mãe d'Água"
"Mamanguape","Mamanguape"
"Malta","Malta"
"Manaíra","Manaíra"
"Marizópolis","Marizópolis"
"Marcação","Marcação"
"Massaranduba","Massaranduba"
"Matinhas","Matinhas"
"Mataraca","Mataraca"
"Maturéia","Maturéia"
"Mato Grosso","Mato Grosso"
"Mari","Mari"
"Mogeiro","Mogeiro"
"Montadas","Montadas"
"Monte Horebe","Monte Horebe"
"Monteiro","Monteiro"
"Nova Floresta","Nova Floresta"
"Natuba","Natuba"
"Mulungu","Mulungu"
"Nova Palmeira","Nova Palmeira"
"Olho d'Água","Olho d'Água"
"Nova Olinda","Nova Olinda"
"Nazarezinho","Nazarezinho"
"Parari","Parari"
"Olivedos","Olivedos"
"Ouro Velho","Ouro Velho"
"Passagem","Passagem"
"Patos","Patos"
"Paulista","Paulista"
"Pedra Branca","Pedra Branca"
"Pedras de Fogo","Pedras de Fogo"
"Picuí","Picuí"
"Pedro Régis","Pedro Régis"
"Pedra Lavrada","Pedra Lavrada"
"Pilar","Pilar"
"Piancó","Piancó"
"Pilõezinhos","Pilõezinhos"
"Pilões","Pilões"
"Pirpirituba","Pirpirituba"
"Pocinhos","Pocinhos"
"Poço Dantas","Poço Dantas"
"Poço de José de Moura","Poço de José de Moura"
"Prata","Prata"
"Pitimbu","Pitimbu"
"Princesa Isabel","Princesa Isabel"
"Pombal","Pombal"
"Queimadas","Queimadas"
"Puxinanã","Puxinanã"
"Remígio","Remígio"
"Riachão","Riachão"
"Riachão do Bacamarte","Riachão do Bacamarte"
"Riacho de Santo Antônio","Riacho de Santo Antônio"
"Riachão do Poço","Riachão do Poço"
"Rio Tinto","Rio Tinto"
"Riacho dos Cavalos","Riacho dos Cavalos"
"Salgado de São Félix","Salgado de São Félix"
"Salgadinho","Salgadinho"
"Santa Cecília","Santa Cecília"
"Santa Helena","Santa Helena"
"Quixaba","Quixaba"
"Santa Cruz","Santa Cruz"
"Santa Inês","Santa Inês"
"Santa Rita","Santa Rita"
"Santa Teresinha","Santa Teresinha"
"Santo André","Santo André"
"Santana de Mangueira","Santana de Mangueira"
"Santa Luzia","Santa Luzia"
"São Bentinho","São Bentinho"
"Santana dos Garrotes","Santana dos Garrotes"
"São Domingos do Cariri","São Domingos do Cariri"
"São Francisco","São Francisco"
"São Domingos","São Domingos"
"São João do Cariri","São João do Cariri"
"São João do Rio do Peixe","São João do Rio do Peixe"
"São José da Lagoa Tapada","São José da Lagoa Tapada"
"São João do Tigre","São João do Tigre"
"São José de Espinharas","São José de Espinharas"
"São José de Caiana","São José de Caiana"
"São Bento","São Bento"
"São José de Piranhas","São José de Piranhas"
"São José do Brejo do Cruz","São José do Brejo do Cruz"
"São José de Princesa","São José de Princesa"
"São José do Sabugi","São José do Sabugi"
"São José dos Cordeiros","São José dos Cordeiros"
"São José dos Ramos","São José dos Ramos"
"São Miguel de Taipu","São Miguel de Taipu"
"São José do Bonfim","São José do Bonfim"
"São Sebastião de Lagoa de Roça","São Sebastião de Lagoa de Roça"
"São Sebastião do Umbuzeiro","São Sebastião do Umbuzeiro"
"São Vicente do Seridó","São Vicente do Seridó"
"São Mamede","São Mamede"
"Serra Branca","Serra Branca"
"Serra da Raiz","Serra da Raiz"
"Serra Redonda","Serra Redonda"
"Sapé","Sapé"
"Serra Grande","Serra Grande"
"Serraria","Serraria"
"Sertãozinho","Sertãozinho"
"Soledade","Soledade"
"Sossêgo","Sossêgo"
"Solânea","Solânea"
"Sumé","Sumé"
"Sousa","Sousa"
"Taperoá","Taperoá"
"Sobrado","Sobrado"
"Teixeira","Teixeira"
"Tavares","Tavares"
"Tenório","Tenório"
"Uiraúna","Uiraúna"
"Triunfo","Triunfo"
"Tacima","Tacima"
"Umbuzeiro","Umbuzeiro"
"Vieirópolis","Vieirópolis"
"Vista Serrana","Vista Serrana"
"Abreu e Lima","Abreu e Lima"
"Várzea","Várzea"
"Afogados da Ingazeira","Afogados da Ingazeira"
"Agrestina","Agrestina"
"Afrânio","Afrânio"
"Água Preta","Água Preta"
"Águas Belas","Águas Belas"
"Aliança","Aliança"
"Alagoinha","Alagoinha"
"Amaraji","Amaraji"
"Zabelê","Zabelê"
"Altinho","Altinho"
"Araçoiaba","Araçoiaba"
"Angelim","Angelim"
"Araripina","Araripina"
"Arcoverde","Arcoverde"
"Barra de Guabiraba","Barra de Guabiraba"
"Belém do São Francisco","Belém do São Francisco"
"Belém de Maria","Belém de Maria"
"Betânia","Betânia"
"Belo Jardim","Belo Jardim"
"Barreiros","Barreiros"
"Bom Conselho","Bom Conselho"
"Bezerros","Bezerros"
"Bom Jardim","Bom Jardim"
"Brejão","Brejão"
"Bodocó","Bodocó"
"Brejinho","Brejinho"
"Brejo da Madre de Deus","Brejo da Madre de Deus"
"Cabo de Santo Agostinho","Cabo de Santo Agostinho"
"Bonito","Bonito"
"Buenos Aires","Buenos Aires"
"Cabrobó","Cabrobó"
"Cachoeirinha","Cachoeirinha"
"Caetés","Caetés"
"Calçado","Calçado"
"Buíque","Buíque"
"Camaragibe","Camaragibe"
"Camocim de São Félix","Camocim de São Félix"
"Canhotinho","Canhotinho"
"Camutanga","Camutanga"
"Carnaíba","Carnaíba"
"Calumbi","Calumbi"
"Carnaubeira da Penha","Carnaubeira da Penha"
"Caruaru","Caruaru"
"Capoeiras","Capoeiras"
"Casinhas","Casinhas"
"Carpina","Carpina"
"Chã Grande","Chã Grande"
"Catende","Catende"
"Condado","Condado"
"Chã de Alegria","Chã de Alegria"
"Cumaru","Cumaru"
"Cedro","Cedro"
"Correntes","Correntes"
"Cortês","Cortês"
"Custódia","Custódia"
"Exu","Exu"
"Escada","Escada"
"Feira Nova","Feira Nova"
"Fernando de Noronha","Fernando de Noronha"
"Ferreiros","Ferreiros"
"Dormentes","Dormentes"
"Cupira","Cupira"
"Flores","Flores"
"Floresta","Floresta"
"Frei Miguelinho","Frei Miguelinho"
"Glória do Goitá","Glória do Goitá"
"Goiana","Goiana"
"Gameleira","Gameleira"
"Gravatá","Gravatá"
"Granito","Granito"
"Garanhuns","Garanhuns"
"Ibimirim","Ibimirim"
"Iati","Iati"
"Ibirajuba","Ibirajuba"
"Ilha de Itamaracá","Ilha de Itamaracá"
"Iguaracy","Iguaracy"
"Ingazeira","Ingazeira"
"Inajá","Inajá"
"Igarassu","Igarassu"
"Ipubi","Ipubi"
"Itaíba","Itaíba"
"Itambé","Itambé"
"Ipojuca","Ipojuca"
"Itacuruba","Itacuruba"
"Itapissuma","Itapissuma"
"Itaquitinga","Itaquitinga"
"Jaboatão dos Guararapes","Jaboatão dos Guararapes"
"Jataúba","Jataúba"
"Itapetim","Itapetim"
"João Alfredo","João Alfredo"
"Jatobá","Jatobá"
"Jaqueira","Jaqueira"
"Joaquim Nabuco","Joaquim Nabuco"
"Jurema","Jurema"
"Jupi","Jupi"
"Jucati","Jucati"
"Lagoa do Carro","Lagoa do Carro"
"Lagoa dos Gatos","Lagoa dos Gatos"
"Lagoa de Itaenga","Lagoa de Itaenga"
"Lajedo","Lajedo"
"Lagoa Grande","Lagoa Grande"
"Lagoa do Ouro","Lagoa do Ouro"
"Machados","Machados"
